Authority,Event type,Age group,Period,Count
E09000014,Physical,12-17,2023-06-01/P1M,90
E09000014,Physical,12-17,2023-07-01/P1M,22
E09000014,Physical,12-17,2023-09-01/P1M,42
E09000014,Physical,12-17,2023-10-01/P1M,72
E09000014,Physical,12-17,2023-11-01/P1M,69
E09000014,Physical,12-17,2024-01-01/P1M,11
E09000014,Physical,12-17,2024-02-01/P1M,43
E09000014,Physical,12-17,2024-03-01/P1M,57
E09000015,Physical,All ages,2023-04-01/P1M,2388
E09000015,Physical,All ages,2023-05-01/P1M,2649
E09000015,Physical,All ages,2023-06-01/P1M,2559
E09000015,Physical,All ages,2023-07-01/P1M,2583
E09000015,Physical,All ages,2023-08-01/P1M,3426
E09000015,Physical,All ages,2023-09-01/P1M,2143
E09000015,Physical,All ages,2023-10-01/P1M,3127
E09000015,Physical,All ages,2023-11-01/P1M,2795
E09000015,Physical,All ages,2023-12-01/P1M,1865
E09000015,Physical,All ages,2024-01-01/P1M,2520
E09000015,Physical,All ages,2024-02-01/P1M,2678
E09000015,Physical,All ages,2024-03-01/P1M,3462
E09000015,Physical,Adults,2023-04-01/P1M,245
E09000015,Physical,Adults,2023-05-01/P1M,393
E09000015,Physical,Adults,2023-06-01/P1M,431
E09000015,Physical,Adults,2023-07-01/P1M,201
E09000015,Physical,Adults,2023-08-01/P1M,205
E09000015,Physical,Adults,2023-09-01/P1M,344
E09000015,Physical,Adults,2023-10-01/P1M,384
E09000015,Physical,Adults,2023-11-01/P1M,463
E09000015,Physical,Adults,2023-12-01/P1M,377
E09000015,Physical,Adults,2024-01-01/P1M,420
E09000015,Physical,Adults,2024-02-01/P1M,479
E09000015,Physical,Adults,2024-03-01/P1M,407
E09000015,Physical,Under 12,2023-04-01/P1M,2125
E09000015,Physical,Under 12,2023-05-01/P1M,2226
E09000015,Physical,Under 12,2023-06-01/P1M,2128
E09000015,Physical,Under 12,2023-07-01/P1M,2382
E09000015,Physical,Under 12,2023-08-01/P1M,3221
E09000015,Physical,Under 12,2023-09-01/P1M,1799
E09000015,Physical,Under 12,2023-10-01/P1M,2724
E09000015,Physical,Under 12,2023-11-01/P1M,2332
E09000015,Physical,Under 12,2023-12-01/P1M,1463
E09000015,Physical,Under 12,2024-01-01/P1M,2075
E09000015,Physical,Under 12,2024-02-01/P1M,2173
E09000015,Physical,Under 12,2024-03-01/P1M,2986
E09000015,Physical,12-17,2023-04-01/P1M,18
E09000015,Physical,12-17,2023-05-01/P1M,30
E09000015,Physical,12-17,2023-10-01/P1M,19
E09000015,Physical,12-17,2023-12-01/P1M,25
E09000015,Physical,12-17,2024-01-01/P1M,25
E09000015,Physical,12-17,2024-02-01/P1M,26
E09000015,Physical,12-17,2024-03-01/P1M,69
E09000015,Digital,All ages,2023-04-01/P1M,4532
E09000015,Digital,All ages,2023-05-01/P1M,57
E09000015,Digital,All ages,2023-06-01/P1M,807
E09000015,Digital,All ages,2023-07-01/P1M,2857
E09000015,Digital,All ages,2023-08-01/P1M,71
E09000015,Digital,All ages,2023-09-01/P1M,21
E09000015,Digital,All ages,2023-10-01/P1M,71
E09000015,Digital,All ages,2024-03-01/P1M,1960
E09000015,Digital,Adults,2023-05-01/P3M,57
E09000015,Digital,Adults,2023-06-01/P3M,22
E09000015,Digital,Adults,2023-09-01/P3M,21
E09000015,Digital,Adults,2023-10-01/P3M,47
E09000015,Digital,Under 12,2023-04-01/P3M,4532
E09000015,Digital,Under 12,2023-06-01/P3M,785
E09000015,Digital,Under 12,2023-07-01/P3M,2857
E09000015,Digital,Under 12,2023-08-01/P3M,71
E09000015,Digital,Under 12,2023-10-01/P3M,24
E09000015,Digital,Under 12,2024-03-01/P3M,1960
E06000001,Physical,Adults,2023-04-01/P1M,293
E06000001,Physical,Adults,2023-05-01/P1M,300
E06000001,Physical,Adults,2023-06-01/P1M,323
E06000001,Physical,Adults,2023-07-01/P1M,379
E06000001,Physical,Adults,2023-08-01/P1M,267
E06000001,Physical,Adults,2023-09-01/P1M,343
E06000001,Physical,Adults,2023-10-01/P1M,399
E06000001,Physical,Adults,2023-11-01/P1M,375
E06000001,Physical,Adults,2023-12-01/P1M,211
E06000001,Physical,Adults,2024-01-01/P1M,375
E06000001,Physical,Adults,2024-02-01/P1M,366
E06000001,Physical,Adults,2024-03-01/P1M,349
E06000001,Physical,Under 12,2023-04-01/P1M,662
E06000001,Physical,Under 12,2023-05-01/P1M,792
E06000001,Physical,Under 12,2023-06-01/P1M,807
E06000001,Physical,Under 12,2023-07-01/P1M,962
E06000001,Physical,Under 12,2023-08-01/P1M,399
E06000001,Physical,Under 12,2023-09-01/P1M,732
E06000001,Physical,Under 12,2023-10-01/P1M,1002
E06000001,Physical,Under 12,2023-11-01/P1M,867
E06000001,Physical,Under 12,2023-12-01/P1M,547
E06000001,Physical,Under 12,2024-01-01/P1M,1310
E06000001,Physical,Under 12,2024-02-01/P1M,1170
E06000001,Physical,Under 12,2024-03-01/P1M,1131
E06000019,Physical,All ages,2023-04-01/P1M,685
E06000019,Physical,All ages,2023-05-01/P1M,545
E06000019,Physical,All ages,2023-06-01/P1M,1208
E06000019,Physical,All ages,2023-07-01/P1M,1080
E06000019,Physical,All ages,2023-08-01/P1M,672
E06000019,Physical,All ages,2023-09-01/P1M,804
E06000019,Physical,All ages,2023-10-01/P1M,1128
E06000019,Physical,All ages,2023-11-01/P1M,1113
E06000019,Physical,All ages,2023-12-01/P1M,602
E06000019,Physical,All ages,2024-01-01/P1M,668
E06000019,Physical,All ages,2024-02-01/P1M,1107
E06000019,Physical,All ages,2024-03-01/P1M,1168
E06000019,Physical,Adults,2023-04-01/P1M,440
E06000019,Physical,Adults,2023-05-01/P1M,278
E06000019,Physical,Adults,2023-06-01/P1M,683
E06000019,Physical,Adults,2023-07-01/P1M,649
E06000019,Physical,Adults,2023-08-01/P1M,512
E06000019,Physical,Adults,2023-09-01/P1M,598
E06000019,Physical,Adults,2023-10-01/P1M,646
E06000019,Physical,Adults,2023-11-01/P1M,606
E06000019,Physical,Adults,2023-12-01/P1M,375
E06000019,Physical,Adults,2024-01-01/P1M,369
E06000019,Physical,Adults,2024-02-01/P1M,591
E06000019,Physical,Adults,2024-03-01/P1M,599
E06000019,Physical,Under 12,2023-04-01/P1M,245
E06000019,Physical,Under 12,2023-05-01/P1M,267
E06000019,Physical,Under 12,2023-06-01/P1M,525
E06000019,Physical,Under 12,2023-07-01/P1M,497
E06000019,Physical,Under 12,2023-08-01/P1M,160
E06000019,Physical,Under 12,2023-09-01/P1M,206
E06000019,Physical,Under 12,2023-10-01/P1M,497
E06000019,Physical,Under 12,2023-11-01/P1M,507
E06000019,Physical,Under 12,2023-12-01/P1M,227
E06000019,Physical,Under 12,2024-01-01/P1M,303
E06000019,Physical,Under 12,2024-02-01/P1M,516
E06000019,Physical,Under 12,2024-03-01/P1M,569
E10000015,Physical,All ages,2023-04-01/P1M,13673
E10000015,Physical,All ages,2023-05-01/P1M,13161
E10000015,Physical,All ages,2023-06-01/P1M,13830
E10000015,Physical,All ages,2023-07-01/P1M,14457
E10000015,Physical,All ages,2023-08-01/P1M,14145
E10000015,Physical,All ages,2023-09-01/P1M,14078
E10000015,Physical,All ages,2023-10-01/P1M,17066
E10000015,Physical,All ages,2023-11-01/P1M,17482
E10000015,Physical,All ages,2023-12-01/P1M,11880
E10000015,Physical,All ages,2024-01-01/P1M,15907
E10000015,Physical,All ages,2024-02-01/P1M,16934
E10000015,Physical,All ages,2024-03-01/P1M,16348
E10000015,Digital,All ages,2023-04-01/P1M,22
E10000015,Digital,All ages,2023-05-01/P1M,39
E10000015,Digital,All ages,2023-06-01/P1M,63
E10000015,Digital,All ages,2023-07-01/P1M,44
E10000015,Digital,All ages,2023-08-01/P1M,63
E10000015,Digital,All ages,2023-09-01/P1M,24
E10000015,Digital,All ages,2023-10-01/P1M,4214
E10000015,Digital,All ages,2023-11-01/P1M,139
E10000015,Digital,All ages,2023-12-01/P1M,21
E10000015,Digital,All ages,2024-01-01/P1M,52
E10000015,Digital,All ages,2024-02-01/P1M,70
E10000015,Digital,All ages,2024-03-01/P1M,46
E06000010,Physical,All ages,2023-04-01/P1M,841
E06000010,Physical,All ages,2023-05-01/P1M,958
E06000010,Physical,All ages,2023-06-01/P1M,4589
E06000010,Physical,All ages,2023-07-01/P1M,1558
E06000010,Physical,All ages,2023-08-01/P1M,1229
E06000010,Physical,All ages,2023-09-01/P1M,825
E06000010,Physical,All ages,2023-10-01/P1M,1094
E06000010,Physical,All ages,2023-11-01/P1M,1026
E06000010,Physical,All ages,2023-12-01/P1M,898
E06000010,Physical,All ages,2024-01-01/P1M,868
E06000010,Physical,All ages,2024-02-01/P1M,1540
E06000010,Physical,All ages,2024-03-01/P1M,1582
E06000010,Digital,All ages,2023-04-01/P1M,480
E06000010,Digital,All ages,2023-05-01/P1M,33
E06000010,Digital,All ages,2023-06-01/P1M,35
E06000010,Digital,All ages,2023-07-01/P1M,26
E06000010,Digital,All ages,2023-08-01/P1M,37
E06000010,Digital,All ages,2023-09-01/P1M,26
E06000010,Digital,All ages,2023-10-01/P1M,35
E06000010,Digital,All ages,2023-11-01/P1M,30
E06000010,Digital,All ages,2023-12-01/P1M,24
E06000010,Digital,All ages,2024-01-01/P1M,34
E06000010,Digital,All ages,2024-02-01/P1M,38
E06000010,Digital,All ages,2024-03-01/P1M,35
E06000046,Physical,All ages,2023-04-01/P1M,1690
E06000046,Physical,All ages,2023-05-01/P1M,1690
E06000046,Physical,All ages,2023-06-01/P1M,1690
E06000046,Physical,All ages,2023-07-01/P1M,1690
E06000046,Physical,All ages,2023-08-01/P1M,1640
E06000046,Physical,All ages,2023-09-01/P1M,1690
E06000046,Physical,All ages,2023-10-01/P1M,1690
E06000046,Physical,All ages,2023-11-01/P1M,1690
E06000046,Physical,All ages,2023-12-01/P1M,1690
E06000046,Physical,All ages,2024-01-01/P1M,1690
E06000046,Physical,All ages,2024-02-01/P1M,1690
E06000046,Physical,All ages,2024-03-01/P1M,1690
E06000046,Physical,Adults,2023-04-01/P1M,880
E06000046,Physical,Adults,2023-05-01/P1M,880
E06000046,Physical,Adults,2023-06-01/P1M,880
E06000046,Physical,Adults,2023-07-01/P1M,880
E06000046,Physical,Adults,2023-08-01/P1M,880
E06000046,Physical,Adults,2023-09-01/P1M,880
E06000046,Physical,Adults,2023-10-01/P1M,880
E06000046,Physical,Adults,2023-11-01/P1M,880
E06000046,Physical,Adults,2023-12-01/P1M,880
E06000046,Physical,Adults,2024-01-01/P1M,880
E06000046,Physical,Adults,2024-02-01/P1M,880
E06000046,Physical,Adults,2024-03-01/P1M,880
E06000046,Physical,Under 12,2023-04-01/P1M,760
E06000046,Physical,Under 12,2023-05-01/P1M,760
E06000046,Physical,Under 12,2023-06-01/P1M,760
E06000046,Physical,Under 12,2023-07-01/P1M,760
E06000046,Physical,Under 12,2023-08-01/P1M,760
E06000046,Physical,Under 12,2023-09-01/P1M,760
E06000046,Physical,Under 12,2023-10-01/P1M,760
E06000046,Physical,Under 12,2023-11-01/P1M,760
E06000046,Physical,Under 12,2023-12-01/P1M,760
E06000046,Physical,Under 12,2024-01-01/P1M,760
E06000046,Physical,Under 12,2024-02-01/P1M,760
E06000046,Physical,Under 12,2024-03-01/P1M,760
E06000046,Physical,12-17,2023-04-01/P1M,50
E06000046,Physical,12-17,2023-05-01/P1M,50
E06000046,Physical,12-17,2023-06-01/P1M,50
E06000046,Physical,12-17,2023-07-01/P1M,50
E06000046,Physical,12-17,2023-09-01/P1M,50
E06000046,Physical,12-17,2023-10-01/P1M,50
E06000046,Physical,12-17,2023-11-01/P1M,50
E06000046,Physical,12-17,2023-12-01/P1M,50
E06000046,Physical,12-17,2024-01-01/P1M,50
E06000046,Physical,12-17,2024-02-01/P1M,50
E06000046,Physical,12-17,2024-03-01/P1M,50
E09000019,Physical,All ages,2023-04-01/P1M,3939
E09000019,Physical,All ages,2023-05-01/P1M,4096
E09000019,Physical,All ages,2023-06-01/P1M,4034
E09000019,Physical,All ages,2023-07-01/P1M,4639
E09000019,Physical,All ages,2023-08-01/P1M,5584
E09000019,Physical,All ages,2023-09-01/P1M,4175
E09000019,Physical,All ages,2023-10-01/P1M,6420
E09000019,Physical,All ages,2023-11-01/P1M,5072
E09000019,Physical,All ages,2023-12-01/P1M,4103
E09000019,Physical,All ages,2024-01-01/P1M,4811
E09000019,Physical,All ages,2024-02-01/P1M,5377
E09000019,Physical,All ages,2024-03-01/P1M,4958
E09000019,Physical,Adults,2023-04-01/P1M,1981
E09000019,Physical,Adults,2023-05-01/P1M,2091
E09000019,Physical,Adults,2023-06-01/P1M,2106
E09000019,Physical,Adults,2023-07-01/P1M,2389
E09000019,Physical,Adults,2023-08-01/P1M,2820
E09000019,Physical,Adults,2023-09-01/P1M,2237
E09000019,Physical,Adults,2023-10-01/P1M,3183
E09000019,Physical,Adults,2023-11-01/P1M,2672
E09000019,Physical,Adults,2023-12-01/P1M,1879
E09000019,Physical,Adults,2024-01-01/P1M,2416
E09000019,Physical,Adults,2024-02-01/P1M,2847
E09000019,Physical,Adults,2024-03-01/P1M,2592
E09000019,Physical,Under 12,2023-04-01/P1M,1958
E09000019,Physical,Under 12,2023-05-01/P1M,2005
E09000019,Physical,Under 12,2023-06-01/P1M,1928
E09000019,Physical,Under 12,2023-07-01/P1M,2250
E09000019,Physical,Under 12,2023-08-01/P1M,2764
E09000019,Physical,Under 12,2023-09-01/P1M,1938
E09000019,Physical,Under 12,2023-10-01/P1M,3237
E09000019,Physical,Under 12,2023-11-01/P1M,2400
E09000019,Physical,Under 12,2023-12-01/P1M,2224
E09000019,Physical,Under 12,2024-01-01/P1M,2395
E09000019,Physical,Under 12,2024-02-01/P1M,2530
E09000019,Physical,Under 12,2024-03-01/P1M,2366
E09000020,Physical,All ages,2023-04-01/P1M,2936
E09000020,Physical,All ages,2023-05-01/P1M,2973
E09000020,Physical,All ages,2023-06-01/P1M,3852
E09000020,Physical,All ages,2023-07-01/P1M,3201
E09000020,Physical,All ages,2023-08-01/P1M,2396
E09000020,Physical,All ages,2023-09-01/P1M,3337
E09000020,Physical,All ages,2023-10-01/P1M,4895
E09000020,Physical,All ages,2023-11-01/P1M,6610
E09000020,Physical,All ages,2023-12-01/P1M,2591
E09000020,Physical,All ages,2024-01-01/P1M,3957
E09000020,Physical,All ages,2024-02-01/P1M,3935
E09000020,Physical,All ages,2024-03-01/P1M,236
E10000016,Physical,All ages,2023-04-01/P1M,12087
E10000016,Physical,All ages,2023-05-01/P1M,14847
E10000016,Physical,All ages,2023-06-01/P1M,17845
E10000016,Physical,All ages,2023-07-01/P1M,31746
E10000016,Physical,All ages,2023-08-01/P1M,13926
E10000016,Physical,All ages,2023-09-01/P1M,12159
E10000016,Physical,All ages,2023-10-01/P1M,15865
E10000016,Physical,All ages,2023-11-01/P1M,15762
E10000016,Physical,All ages,2023-12-01/P1M,10714
E10000016,Physical,All ages,2024-01-01/P1M,14966
E10000016,Physical,All ages,2024-02-01/P1M,15923
E10000016,Physical,All ages,2024-03-01/P1M,17091
E10000016,Physical,Adults,2023-04-01/P1M,6787
E10000016,Physical,Adults,2023-05-01/P1M,8132
E10000016,Physical,Adults,2023-06-01/P1M,8312
E10000016,Physical,Adults,2023-07-01/P1M,8430
E10000016,Physical,Adults,2023-08-01/P1M,8050
E10000016,Physical,Adults,2023-09-01/P1M,7449
E10000016,Physical,Adults,2023-10-01/P1M,8676
E10000016,Physical,Adults,2023-11-01/P1M,8600
E10000016,Physical,Adults,2023-12-01/P1M,6208
E10000016,Physical,Adults,2024-01-01/P1M,8267
E10000016,Physical,Adults,2024-02-01/P1M,8775
E10000016,Physical,Adults,2024-03-01/P1M,8860
E10000016,Physical,Under 12,2023-04-01/P1M,5300
E10000016,Physical,Under 12,2023-05-01/P1M,6715
E10000016,Physical,Under 12,2023-06-01/P1M,9533
E10000016,Physical,Under 12,2023-07-01/P1M,23316
E10000016,Physical,Under 12,2023-08-01/P1M,5876
E10000016,Physical,Under 12,2023-09-01/P1M,4710
E10000016,Physical,Under 12,2023-10-01/P1M,7189
E10000016,Physical,Under 12,2023-11-01/P1M,7162
E10000016,Physical,Under 12,2023-12-01/P1M,4506
E10000016,Physical,Under 12,2024-01-01/P1M,6699
E10000016,Physical,Under 12,2024-02-01/P1M,7148
E10000016,Physical,Under 12,2024-03-01/P1M,8231
E10000016,Digital,All ages,2023-07-01/P1M,215
E10000016,Digital,All ages,2024-03-01/P1M,214
E10000016,Digital,Adults,2023-07-01/P1M,5
E10000016,Digital,Adults,2023-08-01/P1M,5
E10000016,Digital,Adults,2024-03-01/P1M,14
E10000016,Digital,Under 12,2023-07-01/P1M,210
E10000016,Digital,Under 12,2023-08-01/P1M,210
E10000016,Digital,Under 12,2024-03-01/P1M,200
E09000021,Physical,All ages,2023-04-01/P1M,2415
E09000021,Physical,All ages,2023-05-01/P1M,3323
E09000021,Physical,All ages,2023-06-01/P1M,2955
E09000021,Physical,All ages,2023-07-01/P1M,2689
E09000021,Physical,All ages,2023-08-01/P1M,2095
E09000021,Physical,All ages,2023-09-01/P1M,2289
E09000021,Physical,All ages,2023-10-01/P1M,3320
E09000021,Physical,All ages,2023-11-01/P1M,3222
E09000021,Physical,All ages,2023-12-01/P1M,2471
E09000021,Physical,All ages,2024-01-01/P1M,2892
E09000021,Physical,All ages,2024-02-01/P1M,3814
E09000021,Physical,All ages,2024-03-01/P1M,3399
E09000021,Physical,Adults,2023-04-01/P1M,735
E09000021,Physical,Adults,2023-05-01/P1M,889
E09000021,Physical,Adults,2023-06-01/P1M,656
E09000021,Physical,Adults,2023-07-01/P1M,696
E09000021,Physical,Adults,2023-08-01/P1M,675
E09000021,Physical,Adults,2023-09-01/P1M,851
E09000021,Physical,Adults,2023-10-01/P1M,1048
E09000021,Physical,Adults,2023-11-01/P1M,1092
E09000021,Physical,Adults,2023-12-01/P1M,674
E09000021,Physical,Adults,2024-01-01/P1M,934
E09000021,Physical,Adults,2024-02-01/P1M,1148
E09000021,Physical,Adults,2024-03-01/P1M,1136
E09000021,Physical,Under 12,2023-04-01/P1M,1680
E09000021,Physical,Under 12,2023-05-01/P1M,2434
E09000021,Physical,Under 12,2023-06-01/P1M,2299
E09000021,Physical,Under 12,2023-07-01/P1M,1993
E09000021,Physical,Under 12,2023-08-01/P1M,1420
E09000021,Physical,Under 12,2023-09-01/P1M,1438
E09000021,Physical,Under 12,2023-10-01/P1M,2272
E09000021,Physical,Under 12,2023-11-01/P1M,2130
E09000021,Physical,Under 12,2023-12-01/P1M,1797
E09000021,Physical,Under 12,2024-01-01/P1M,1958
E09000021,Physical,Under 12,2024-02-01/P1M,2666
E09000021,Physical,Under 12,2024-03-01/P1M,2263
E08000034,Physical,All ages,2023-04-01/P1M,8693
E08000034,Physical,All ages,2023-05-01/P1M,8816
E08000034,Physical,All ages,2023-06-01/P1M,10244
E08000034,Physical,All ages,2023-07-01/P1M,11838
E08000034,Physical,All ages,2023-08-01/P1M,8472
E08000034,Physical,All ages,2023-09-01/P1M,8555
E08000034,Physical,All ages,2023-10-01/P1M,10190
E08000034,Physical,All ages,2023-11-01/P1M,10728
E08000034,Physical,All ages,2023-12-01/P1M,7700
E08000034,Physical,All ages,2024-01-01/P1M,9913
E08000034,Physical,All ages,2024-02-01/P1M,10662
E08000034,Physical,All ages,2024-03-01/P1M,12456
E08000034,Physical,Adults,2023-04-01/P1M,5300
E08000034,Physical,Adults,2023-05-01/P1M,5765
E08000034,Physical,Adults,2023-06-01/P1M,6501
E08000034,Physical,Adults,2023-07-01/P1M,6386
E08000034,Physical,Adults,2023-08-01/P1M,5225
E08000034,Physical,Adults,2023-09-01/P1M,5805
E08000034,Physical,Adults,2023-10-01/P1M,6386
E08000034,Physical,Adults,2023-11-01/P1M,6711
E08000034,Physical,Adults,2023-12-01/P1M,4854
E08000034,Physical,Adults,2024-01-01/P1M,6336
E08000034,Physical,Adults,2024-02-01/P1M,6303
E08000034,Physical,Adults,2024-03-01/P1M,7502
E08000034,Physical,Under 12,2023-04-01/P1M,3393
E08000034,Physical,Under 12,2023-05-01/P1M,3051
E08000034,Physical,Under 12,2023-06-01/P1M,3743
E08000034,Physical,Under 12,2023-07-01/P1M,5452
E08000034,Physical,Under 12,2023-08-01/P1M,3247
E08000034,Physical,Under 12,2023-09-01/P1M,2750
E08000034,Physical,Under 12,2023-10-01/P1M,3804
E08000034,Physical,Under 12,2023-11-01/P1M,4017
E08000034,Physical,Under 12,2023-12-01/P1M,2846
E08000034,Physical,Under 12,2024-01-01/P1M,3577
E08000034,Physical,Under 12,2024-02-01/P1M,4359
E08000034,Physical,Under 12,2024-03-01/P1M,4954
E08000011,Physical,All ages,2023-04-01/P1M,3591
E08000011,Physical,All ages,2023-05-01/P1M,2906
E08000011,Physical,All ages,2023-06-01/P1M,1922
E08000011,Physical,All ages,2023-07-01/P1M,3199
E08000011,Physical,All ages,2023-08-01/P1M,5524
E08000011,Physical,All ages,2023-09-01/P1M,2036
E08000011,Physical,All ages,2023-10-01/P1M,2841
E08000011,Physical,All ages,2023-11-01/P1M,3028
E08000011,Physical,All ages,2023-12-01/P1M,1578
E08000011,Physical,All ages,2024-01-01/P1M,2931
E08000011,Physical,All ages,2024-02-01/P1M,4068
E08000011,Physical,All ages,2024-03-01/P1M,4205
E08000011,Physical,Adults,2023-04-01/P1M,856
E08000011,Physical,Adults,2023-05-01/P1M,1139
E08000011,Physical,Adults,2023-06-01/P1M,653
E08000011,Physical,Adults,2023-07-01/P1M,766
E08000011,Physical,Adults,2023-08-01/P1M,689
E08000011,Physical,Adults,2023-09-01/P1M,1050
E08000011,Physical,Adults,2023-10-01/P1M,671
E08000011,Physical,Adults,2023-11-01/P1M,1056
E08000011,Physical,Adults,2023-12-01/P1M,1002
E08000011,Physical,Adults,2024-01-01/P1M,1248
E08000011,Physical,Adults,2024-02-01/P1M,1245
E08000011,Physical,Adults,2024-03-01/P1M,1649
E08000011,Physical,Under 12,2023-04-01/P1M,2735
E08000011,Physical,Under 12,2023-05-01/P1M,1767
E08000011,Physical,Under 12,2023-06-01/P1M,1269
E08000011,Physical,Under 12,2023-07-01/P1M,2433
E08000011,Physical,Under 12,2023-08-01/P1M,4835
E08000011,Physical,Under 12,2023-09-01/P1M,986
E08000011,Physical,Under 12,2023-10-01/P1M,2170
E08000011,Physical,Under 12,2023-11-01/P1M,1972
E08000011,Physical,Under 12,2023-12-01/P1M,576
E08000011,Physical,Under 12,2024-01-01/P1M,1683
E08000011,Physical,Under 12,2024-02-01/P1M,2823
E08000011,Physical,Under 12,2024-03-01/P1M,2556
E06000016,Physical,Under 12,2023-04-01/P1M,1786
E06000016,Physical,Under 12,2023-05-01/P1M,2406
E06000016,Physical,Under 12,2023-06-01/P1M,2102
E06000016,Physical,Under 12,2023-07-01/P1M,1999
E06000016,Physical,Under 12,2023-08-01/P1M,1724
E06000016,Physical,Under 12,2023-09-01/P1M,1989
E06000016,Physical,Under 12,2023-10-01/P1M,2284
E06000016,Physical,Under 12,2023-11-01/P1M,2593
E06000016,Physical,Under 12,2023-12-01/P1M,1481
E06000016,Physical,Under 12,2024-01-01/P1M,2094
E06000016,Physical,Under 12,2024-02-01/P1M,2324
E06000016,Physical,Under 12,2024-03-01/P1M,2247
E10000018,Physical,All ages,2023-04-01/P1M,3683
E10000018,Physical,All ages,2023-05-01/P1M,3737
E10000018,Physical,All ages,2023-06-01/P1M,3680
E10000018,Physical,All ages,2023-07-01/P1M,4205
E10000018,Physical,All ages,2023-08-01/P1M,3881
E10000018,Physical,All ages,2023-09-01/P1M,3480
E10000018,Physical,All ages,2023-10-01/P1M,3890
E10000018,Physical,All ages,2023-11-01/P1M,4472
E10000018,Physical,All ages,2023-12-01/P1M,2800
E10000018,Physical,All ages,2024-01-01/P1M,3720
E10000018,Physical,All ages,2024-02-01/P1M,4265
E10000018,Physical,All ages,2024-03-01/P1M,3666
E09000023,Physical,All ages,2023-04-01/P1M,5124
E09000023,Physical,All ages,2023-05-01/P1M,5467
E09000023,Physical,All ages,2023-06-01/P1M,5737
E09000023,Physical,All ages,2023-07-01/P1M,5554
E09000023,Physical,All ages,2023-08-01/P1M,5153
E09000023,Physical,All ages,2023-09-01/P1M,5183
E09000023,Physical,All ages,2023-10-01/P1M,5844
E09000023,Physical,All ages,2023-11-01/P1M,5413
E09000023,Physical,All ages,2023-12-01/P1M,3990
E09000023,Physical,All ages,2024-01-01/P1M,4801
E09000023,Physical,All ages,2024-02-01/P1M,5392
E09000023,Physical,All ages,2024-03-01/P1M,5262
E09000023,Digital,All ages,2023-04-01/P1M,17
E09000023,Digital,All ages,2023-05-01/P1M,18
E09000023,Digital,All ages,2023-06-01/P1M,20
E09000023,Digital,All ages,2023-07-01/P1M,19
E09000023,Digital,All ages,2023-08-01/P1M,17
E09000023,Digital,All ages,2023-09-01/P1M,17
E09000023,Digital,All ages,2023-10-01/P1M,20
E09000023,Digital,All ages,2023-11-01/P1M,18
E09000023,Digital,All ages,2023-12-01/P1M,13
E09000023,Digital,All ages,2024-01-01/P1M,16
E09000023,Digital,All ages,2024-02-01/P1M,18
E09000023,Digital,All ages,2024-03-01/P1M,18
E10000019,Physical,All ages,2023-04-01/P1M,8645
E10000019,Physical,All ages,2023-05-01/P1M,7065
E10000019,Physical,All ages,2023-06-01/P1M,6550
E10000019,Physical,All ages,2023-07-01/P1M,6729
E10000019,Physical,All ages,2023-08-01/P1M,6761
E10000019,Physical,All ages,2023-09-01/P1M,7405
E10000019,Physical,All ages,2023-10-01/P1M,9780
E10000019,Physical,All ages,2023-11-01/P1M,6316
E10000019,Physical,All ages,2023-12-01/P1M,5269
E10000019,Physical,All ages,2024-01-01/P1M,6069
E10000019,Physical,All ages,2024-02-01/P1M,8080
E10000019,Physical,All ages,2024-03-01/P1M,8994
E09000002,Physical,Adults,2023-04-01/P1M,1842
E09000002,Physical,Adults,2023-05-01/P1M,2534
E09000002,Physical,Adults,2023-06-01/P1M,2192
E09000002,Physical,Adults,2023-07-01/P1M,2375
E09000002,Physical,Adults,2023-08-01/P1M,2350
E09000002,Physical,Adults,2023-09-01/P1M,2024
E09000002,Physical,Adults,2023-10-01/P1M,3088
E09000002,Physical,Adults,2023-11-01/P1M,3289
E09000002,Physical,Adults,2023-12-01/P1M,2113
E09000002,Physical,Adults,2024-01-01/P1M,2772
E09000002,Physical,Adults,2024-02-01/P1M,3378
E09000002,Physical,Adults,2024-03-01/P1M,5124
E09000002,Physical,Under 12,2023-04-01/P1M,1765
E09000002,Physical,Under 12,2023-05-01/P1M,2550
E09000002,Physical,Under 12,2023-06-01/P1M,2610
E09000002,Physical,Under 12,2023-07-01/P1M,2492
E09000002,Physical,Under 12,2023-08-01/P1M,1695
E09000002,Physical,Under 12,2023-09-01/P1M,1863
E09000002,Physical,Under 12,2023-10-01/P1M,2550
E09000002,Physical,Under 12,2023-11-01/P1M,3266
E09000002,Physical,Under 12,2023-12-01/P1M,1664
E09000002,Physical,Under 12,2024-01-01/P1M,2193
E09000002,Physical,Under 12,2024-02-01/P1M,2220
E09000002,Physical,Under 12,2024-03-01/P1M,1567
E09000003,Physical,All ages,2023-04-01/P1M,2860
E09000003,Physical,All ages,2023-05-01/P1M,4162
E09000003,Physical,All ages,2023-06-01/P1M,3831
E09000003,Physical,All ages,2023-07-01/P1M,4158
E09000003,Physical,All ages,2023-08-01/P1M,1292
E09000003,Physical,All ages,2023-09-01/P1M,2534
E09000003,Physical,All ages,2023-10-01/P1M,3391
E09000003,Physical,All ages,2023-11-01/P1M,4411
E09000003,Physical,All ages,2023-12-01/P1M,3166
E09000003,Physical,All ages,2024-01-01/P1M,3469
E09000003,Physical,All ages,2024-02-01/P1M,4001
